日付,曜日,予約件数,予約人数,来客数,総杯数,売上合計(円),ペールエール(本),ペールエール(円),ラガー(本),ラガー(円),IPA(本),IPA(円),ホワイトビール(本),ホワイトビール(円),黒ビール(本),黒ビール(円),フルーツビール(本),フルーツビール(円),平均気温(℃),天気概況(昼：06時～18時),降水量の合計(mm),合計全天日射量(MJ/㎡),最深積雪(cm),平均風速(m/s),平均蒸気圧(hPa),平均現地気圧(hPa),平均湿度(％),最大風速(m/s),最大瞬間風速(m/s),最高気温(℃),最低気温(℃),降雪量合計(cm),天気概況コード,曜日番号
2025-01-13,月,,,10,17,16500,4,4000,3,2400,3,2700,2,1800,3,3600,2,2000,6.9,快晴,0.0,12.36,0.0,3.1,4.9,1013.8,51.0,9.0,18.4,13.4,1.1,0.0,2,0
2025-01-14,火,,,16,26,25200,6,6000,4,3200,4,3600,4,3600,4,4800,4,4000,6.4,晴,0.0,12.01,0.0,1.5,5.3,1015.4,56.0,3.4,4.9,12.8,1.2,0.0,3,1
2025-01-15,水,,,8,12,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,7.6,晴後一時薄曇,0.0,10.48,0.0,2.9,5.3,1009.0,52.0,8.1,15.3,15.6,2.7,0.0,7,2
2025-01-16,木,,,13,15,14300,3,3000,4,3200,3,2700,2,1800,3,3600,0,0,4.6,曇後一時晴,0.0,6.25,0.0,2.2,4.2,1014.1,50.0,4.0,10.3,7.7,2.6,0.0,15,3
2025-01-17,金,,,14,29,28200,6,6000,6,4800,3,2700,3,2700,5,6000,6,6000,4.9,快晴,0.0,12.66,0.0,3.8,3.7,1014.7,44.0,7.9,13.3,9.7,1.0,0.0,2,4
2025-01-18,土,,,7,12,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,4.6,晴,0.0,12.65,0.0,2.1,4.0,1020.7,47.0,3.9,7.8,9.7,0.8,0.0,3,5
2025-01-20,月,,,10,17,16600,3,3000,3,2400,4,3600,2,1800,4,4800,1,1000,9.2,その他,0.5,10.95,0.0,1.7,8.3,1009.2,72.0,3.9,6.8,13.9,5.0,0.0,0,0
2025-01-21,火,,,15,23,22300,5,5000,4,3200,4,3600,3,2700,4,4800,3,3000,9.4,晴時々曇,0.0,10.08,0.0,2.1,8.2,1012.6,70.0,3.6,7.2,13.8,7.1,0.0,10,1
2025-01-22,水,,,9,11,10700,4,4000,2,1600,2,1800,1,900,2,2400,0,0,8.2,快晴,0.0,13.01,0.0,2.1,4.9,1017.3,46.0,4.6,9.2,13.4,4.1,0.0,2,2
2025-01-23,木,,,18,26,25600,5,5000,4,3200,2,1800,4,3600,5,6000,6,6000,8.5,曇後晴,0.0,10.93,0.0,1.8,6.8,1018.8,62.0,3.9,6.0,13.9,4.8,0.0,17,3
2025-01-24,金,,,20,35,34000,7,7000,6,4800,5,4500,5,4500,6,7200,6,6000,9.2,晴後一時曇,0.5,12.36,0.0,2.1,7.3,1018.4,64.0,5.6,8.9,14.6,4.4,0.0,6,4
2025-01-25,土,,,13,25,24500,5,5000,4,3200,4,3600,3,2700,5,6000,4,4000,6.8,曇時々晴,0.0,6.98,0.0,2.3,6.9,1017.6,70.0,4.5,8.8,9.2,4.4,0.0,19,5
2025-01-27,月,,,14,20,20400,5,5000,5,4000,4,3600,2,1800,5,6000,0,0,6.4,曇一時晴,0.0,8.7,0.0,2.1,5.2,1011.4,55.0,4.4,6.8,10.2,2.3,0.0,13,0
2025-01-28,火,,,11,13,12700,3,3000,3,2400,2,1800,1,900,3,3600,1,1000,8.4,晴,0.0,11.99,0.0,1.9,5.7,1004.5,52.0,5.2,8.5,13.6,4.6,0.0,3,1
2025-01-29,水,,,7,7,6800,2,2000,1,800,1,900,1,900,1,1200,1,1000,7.0,快晴,0.0,13.74,0.0,2.9,3.7,1006.8,38.0,5.6,11.3,12.8,2.6,0.0,2,2
2025-01-30,木,,,9,13,12600,3,3000,2,1600,2,1800,2,1800,2,2400,2,2000,6.5,快晴,0.0,14.14,0.0,1.9,3.8,1010.4,41.0,4.8,9.7,12.2,1.2,0.0,2,3
2025-01-31,金,,,13,20,19100,4,4000,5,4000,3,2700,2,1800,3,3600,3,3000,7.1,快晴,0.0,13.99,0.0,2.6,3.7,1016.7,38.0,5.8,12.5,13.2,2.2,0.0,2,4
2025-02-01,土,,,9,12,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,7.5,晴後曇,0.0,12.26,0.0,1.8,5.0,1018.1,49.0,3.7,6.6,12.2,2.8,0.0,8,5
2025-02-03,月,,,18,22,21700,6,6000,5,4000,3,2700,2,1800,6,7200,0,0,6.1,曇,0.0,6.21,0.0,1.9,7.0,1004.9,74.0,3.3,5.7,9.6,4.0,0.0,12,0
2025-02-04,火,,,10,12,11500,3,3000,3,2400,2,1800,1,900,2,2400,1,1000,6.0,晴時々曇,0.0,11.41,0.0,2.8,5.0,996.4,55.0,5.6,10.0,11.2,2.3,0.0,10,1
2025-02-05,水,,,8,9,8800,2,2000,2,1600,1,900,1,900,2,2400,1,1000,4.1,晴,0.0,12.1,0.0,3.2,3.3,998.6,41.0,6.6,12.1,9.0,-0.1,0.0,3,2
2025-02-06,木,,,7,12,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,4.0,晴,0.0,15.66,0.0,2.5,2.9,1005.5,37.0,4.9,9.4,9.2,-0.6,0.0,3,3
2025-02-07,金,,,14,23,22300,6,6000,5,4000,2,1800,3,2700,4,4800,3,3000,4.9,晴,0.0,13.63,0.0,2.9,3.0,1003.6,35.0,8.5,15.6,10.6,-0.6,0.0,3,4
2025-02-08,土,,,10,16,15500,3,3000,2,1600,3,2700,2,1800,2,2400,4,4000,4.6,快晴,0.0,16.0,0.0,4.5,3.2,1004.3,38.0,9.5,18.9,9.7,0.3,0.0,2,5
2025-02-10,月,,,20,38,36200,8,8000,9,7200,6,5400,4,3600,5,6000,6,6000,5.5,快晴,0.0,15.89,0.0,2.2,3.5,1013.3,41.0,4.5,7.1,11.4,-0.5,0.0,2,0
2025-02-11,火,,,9,10,9800,2,2000,2,1600,1,900,1,900,2,2400,2,2000,5.1,快晴,0.0,16.23,0.0,3.4,3.7,1017.5,43.0,8.7,16.0,10.5,0.3,0.0,2,1
2025-02-12,水,,,12,19,18300,5,5000,3,2400,3,2700,2,1800,2,2400,4,4000,7.2,晴時々薄曇,0.0,11.23,0.0,2.8,5.9,1013.2,55.0,7.3,14.8,12.7,0.4,0.0,11,2
2025-02-13,木,,,11,20,19400,5,5000,4,3200,4,3600,2,1800,4,4800,1,1000,7.4,快晴,0.0,16.25,0.0,4.3,4.5,1002.2,43.0,9.0,20.6,13.1,3.4,0.0,2,3
2025-02-14,金,,,13,27,26100,6,6000,6,4800,5,4500,2,1800,5,6000,3,3000,7.9,晴,0.0,16.66,0.0,2.6,4.0,1011.8,37.0,4.9,9.6,14.5,2.4,0.0,3,4
2025-02-15,土,,,10,17,16400,4,4000,3,2400,4,3600,2,1800,3,3600,1,1000,9.6,快晴,0.0,16.23,0.0,2.7,6.1,1015.1,50.0,5.6,10.5,14.0,5.2,0.0,2,5
2025-02-17,月,,,12,18,17500,3,3000,3,2400,3,2700,2,1800,3,3600,4,4000,9.3,その他,0.0,9.95,0.0,3.2,6.0,1002.0,50.0,9.1,16.8,15.5,3.9,0.0,0,0
2025-02-18,火,,,10,11,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,5.0,晴後一時曇,0.0,14.71,0.0,3.8,2.8,1007.5,32.0,7.5,17.2,9.7,1.9,0.0,6,1
2025-02-19,水,,,8,8,7800,2,2000,2,1600,1,900,1,900,2,2400,0,0,3.9,快晴,0.0,17.93,0.0,3.9,2.8,1010.8,36.0,8.7,16.7,8.9,0.4,0.0,2,2
2025-02-20,木,,,11,14,13800,3,3000,2,1600,2,1800,2,1800,3,3600,2,2000,4.5,晴,0.0,17.26,0.0,2.8,2.6,1016.0,32.0,7.0,11.9,10.6,-1.0,0.0,3,3
2025-02-21,金,,,13,25,24300,5,5000,5,4000,5,4500,2,1800,5,6000,3,3000,5.4,晴後薄曇,0.0,16.89,0.0,3.1,2.7,1017.7,31.0,6.0,10.5,10.9,1.0,0.0,9,4
2025-02-22,土,,,9,17,17000,4,4000,3,2400,2,1800,2,1800,5,6000,1,1000,4.4,晴後一時曇,0.0,14.32,0.0,3.0,3.0,1016.9,36.0,7.4,13.3,9.4,1.4,0.0,6,5
2025-02-24,月,,,10,12,13000,3,3000,2,1600,2,1800,2,1800,4,4800,0,0,4.8,晴,0.0,18.65,0.0,3.4,3.2,1015.3,39.0,7.0,12.9,10.8,-0.1,0.0,3,0
2025-02-25,火,,,12,18,17100,5,5000,5,4000,3,2700,2,1800,3,3600,0,0,7.1,快晴,0.0,18.74,0.0,3.1,4.5,1020.0,45.0,6.5,11.5,12.7,0.5,0.0,2,1
2025-02-26,水,,,16,26,25500,7,7000,4,3200,5,4500,2,1800,5,6000,3,3000,10.4,快晴,0.0,18.45,0.0,2.6,4.3,1012.4,36.0,5.5,9.6,17.6,4.0,0.0,2,2
2025-02-27,木,,,23,32,31200,9,9000,5,4000,6,5400,4,3600,6,7200,2,2000,10.2,快晴,0.0,18.81,0.0,2.8,5.2,1016.8,42.0,5.0,8.6,16.5,4.2,0.0,2,3
2025-02-28,金,,,22,43,41100,10,10000,11,8800,7,6300,4,3600,7,8400,4,4000,11.0,薄曇後晴,0.0,16.07,0.0,1.8,6.8,1016.6,52.0,3.2,5.7,16.6,5.4,0.0,24,4
2025-03-01,土,,,10,20,19300,3,3000,4,3200,3,2700,2,1800,3,3600,5,5000,13.3,晴時々薄曇,0.0,18.83,0.0,2.9,8.7,1016.2,58.0,6.8,11.4,19.7,6.5,0.0,11,5
2025-03-03,月,,,8,11,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,5.9,その他,30.0,1.52,0.0,3.6,8.5,1014.2,89.0,6.2,12.7,14.4,1.6,0.0,0,0
2025-03-04,火,,,5,6,5800,2,2000,1,800,1,900,1,900,1,1200,0,0,2.4,その他,10.0,4.93,1.0,2.6,5.6,1023.4,78.0,4.8,8.1,5.4,0.4,1.0,0,1
2025-03-05,水,,,4,6,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,5.3,その他,16.5,3.34,1.0,3.1,8.9,1012.5,99.0,5.6,9.1,8.4,0.8,0.0,0,2
2025-03-06,木,,,9,11,10700,4,4000,2,1600,2,1800,1,900,2,2400,0,0,9.1,曇,0.0,3.12,0.0,3.7,6.6,1008.4,58.0,7.6,14.0,11.7,6.6,0.0,12,3
2025-03-07,金,,,16,24,22700,7,7000,6,4800,4,3600,3,2700,3,3600,1,1000,6.9,晴,0.0,20.78,0.0,4.6,3.9,1017.3,39.0,9.1,17.2,12.2,3.2,0.0,3,4
2025-03-08,土,,,8,12,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,3.2,その他,9.5,5.16,0.0,1.9,5.0,1024.7,66.0,4.1,8.1,6.8,0.5,0.0,0,5
2025-03-10,月,,,15,20,19600,4,4000,3,2400,4,3600,2,1800,4,4800,3,3000,9.1,晴後一時薄曇,0.0,20.86,0.0,2.8,5.2,1026.5,45.0,6.2,9.6,14.9,3.2,0.0,7,0
2025-03-11,火,,,12,20,19600,6,6000,3,2400,3,2700,3,2700,4,4800,1,1000,10.3,曇時々雨,0.5,6.59,0.0,2.0,9.0,1021.6,72.0,4.6,8.3,13.8,6.3,0.0,20,1
2025-03-12,水,,,6,11,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,11.6,雨時々曇,15.5,6.98,0.0,1.5,13.3,1014.8,97.0,4.0,6.2,14.7,8.8,0.0,28,2
2025-03-13,木,,,20,40,39200,8,8000,7,5600,6,5400,4,3600,8,9600,7,7000,14.5,薄曇時々晴,0.0,16.58,0.0,2.2,11.1,1010.2,69.0,5.1,7.9,20.4,9.1,0.0,25,3
2025-03-14,金,,,11,22,21600,4,4000,4,3200,3,2700,3,2700,5,6000,3,3000,12.8,薄曇後晴,0.0,19.57,0.0,3.3,4.8,1018.2,33.0,5.7,12.8,19.6,8.5,0.0,24,4
2025-03-15,土,,,7,8,8000,2,2000,1,800,1,900,1,900,2,2400,1,1000,8.9,曇後一時雨,0.0,6.42,0.0,2.2,5.6,1022.3,50.0,4.3,9.6,12.0,6.7,0.0,16,5
2025-03-17,月,,,17,24,23300,7,7000,6,4800,2,1800,3,2700,5,6000,1,1000,10.0,晴,0.0,17.27,0.0,3.1,7.6,997.6,63.0,8.9,18.1,16.2,6.6,0.0,3,0
2025-03-18,火,,,5,8,7600,2,2000,2,1600,1,900,1,900,1,1200,1,1000,8.6,薄曇一時晴,0.0,16.94,0.0,3.4,5.7,1010.0,51.0,6.3,12.6,12.9,4.6,0.0,22,1
2025-03-19,水,,,6,10,9700,2,2000,2,1600,2,1800,1,900,2,2400,1,1000,5.6,その他,26.5,8.28,1.0,3.9,7.3,1006.8,81.0,6.8,12.5,10.7,0.5,1.0,0,2
2025-03-20,木,,,7,7,6800,2,2000,1,800,1,900,1,900,1,1200,1,1000,8.3,晴,0.0,22.34,0.0,2.3,6.0,1014.6,55.0,4.5,8.2,13.7,4.3,0.0,3,3
2025-03-21,金,,,18,43,42000,14,14000,8,6400,6,5400,4,3600,8,9600,3,3000,11.2,快晴,0.0,22.13,0.0,2.6,8.0,1009.0,62.0,5.4,9.8,17.4,3.9,0.0,2,4
2025-03-22,土,,,14,20,19200,5,5000,3,2400,4,3600,2,1800,2,2400,4,4000,15.8,快晴,0.0,21.78,0.0,2.3,8.3,1003.0,49.0,5.5,8.4,23.6,6.9,0.0,2,5
2025-03-24,月,,,7,10,9700,2,2000,2,1600,2,1800,1,900,2,2400,1,1000,14.8,薄曇時々晴,0.0,11.55,0.0,2.3,12.5,1007.2,75.0,5.6,8.4,19.2,10.0,0.0,25,0
2025-03-25,火,,,6,11,10200,3,3000,3,2400,2,1800,2,1800,1,1200,0,0,17.8,晴,0.0,20.55,0.0,3.2,11.8,1000.4,61.0,7.2,11.5,25.0,10.1,0.0,3,1
2025-03-26,水,,,10,14,13400,5,5000,3,2400,2,1800,2,1800,2,2400,0,0,20.4,晴,0.0,19.81,0.0,3.8,10.2,1000.8,45.0,7.5,13.3,25.9,14.9,0.0,3,2
2025-03-27,木,,,10,14,13400,2,2000,3,2400,2,1800,2,1800,2,2400,3,3000,17.9,薄曇一時晴,0.0,17.49,0.0,3.8,14.5,1005.4,69.0,9.4,16.9,22.4,12.2,0.0,22,3
2025-03-28,金,,,14,28,26900,6,6000,7,5600,3,2700,4,3600,5,6000,3,3000,19.9,その他,2.5,14.41,0.0,4.2,18.3,996.9,79.0,8.3,16.3,25.7,14.1,0.0,0,4
2025-03-29,土,,,6,8,7600,2,2000,2,1600,1,900,1,900,1,1200,1,1000,7.6,雨,12.5,2.51,0.0,3.1,9.6,1013.0,90.0,5.6,11.6,14.3,4.3,0.0,26,5
2025-03-31,月,,,9,15,14800,4,4000,2,1600,2,1800,2,1800,3,3600,2,2000,7.0,曇時々雨,0.0,7.34,0.0,3.0,6.2,1024.1,62.0,5.0,9.6,8.9,5.5,0.0,20,0
2025-04-01,火,,,5,6,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,18.3,その他,0.0,12.9,0.0,2.6,15.1,1010.2,72.0,5.5,9.6,22.7,14.1,0.0,0,1
